Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
64157,-0.5977388674660229,-2.4565609870626623,-1.1212771888729507,1.47666145124965,-0.21151131784396424,0.1691854701776943,0.6182636997009797,-0.37620537518211195,-0.23887286761734625,2.3479801898615675,-0.909466274305828,0.039051793195879356,-0.4852936305666436,-1.184052465097148,0.46404913468106934,1.1119793043717063,0.5322542443831624,-0.24607025004266037,-0.27143274263065265,1.4868317601629095,0.5670466419702598,-0.25312640448357776,-2.039738545735979,-0.9419978864225859,-0.018677361540554667,-0.7708631311075685,-0.544959510911495,1.1885823622148355,160.85132083477765,0
16600,-0.8100987735824283,-0.41834097476422916,1.0978913089196143,-0.6978149982001656,1.8157559439872966,-1.0261398682634062,0.45874601150155225,-0.5248874558953475,0.6107041760047321,-0.6448467288027943,-0.2927242052914495,-0.2440274709187296,-1.2182750314429402,-0.5368495697426497,0.4004366467629282,1.241550867706322,1.773106873809092,-0.7243315546806244,0.6008044382473703,-0.6488295255412909,-0.7914392521741208,-0.9817145743962905,0.20781694074629822,-0.008136916788576531,0.3772778677447248,-0.6261119383749446,1.0853967346266953,0.3232208952629501,78.85974747217765,0
150194,0.9616451521451638,0.000485532292739461,-0.057473050255364776,0.0006795580014610849,-0.7559908393558844,0.36072702011534247,0.4524678316224683,0.3809973133151515,0.4198908186752719,1.1049588979042486,0.6684939786645687,-0.47635626295591865,-0.10429218703032482,-1.2678653303551901,0.1564643503534333,0.28938380115817997,-1.0264583731236903,2.0677647937352917,0.4563556714037321,-0.3080409007054374,-0.5693797872199554,-0.6396527760467532,-1.5182187628234087,1.8101940582497364,0.389292339048147,1.3022272085578748,-0.6839882581254474,-1.6178150132262468,39.43450124367843,0
111461,-0.21874296849821434,1.5649228652842606,-0.46853642202837464,-0.500289195583962,2.19210803872542,-1.0953524686989142,0.7323519242806051,0.08561544489931194,-0.27475347426078095,-0.17284921445379114,-1.9767779756006303,-0.7038680433671497,-1.3908854297531272,-0.07780565957787808,-0.8929797362864281,1.0546141345825875,-1.4789133037665427,2.6987786239488663,0.12150366509246402,0.7282104152309666,0.3054189564186255,-0.05593975691037012,-0.24817192426351498,-0.09877160201376832,2.400730720112088,-0.9156055186158522,-0.2597501361704224,1.177060131215445,126.80444779511262,0
121754,0.5652652005564668,-0.885416607173966,-0.37931207165710484,0.874981765332379,0.39651082386776465,0.20131955490892953,0.7925324014782815,-0.3957004231453347,-0.9661723287369789,-0.8066367299033582,-1.5344573008214117,-0.045516236972096176,-0.4826213419040209,0.29608247033511553,1.5176054760877928,-0.5538522565707261,1.8231511255890012,0.8067392592698671,0.12099594308399414,0.6404917470926335,-0.1033200666024627,-0.22719017262321295,-0.771754366902824,-0.21074686156716377,-1.8880720650821798,-0.9058305985334199,1.9122106127278975,-0.9468320638439606,3.0563797163077497,0
172298,0.3699843064998648,-0.9310299330809203,-0.6202561422369406,0.4838587657154984,0.22392587132868538,-0.018699807223963395,-1.9092515408793334,0.014145074954573029,-0.09119431591376065,0.5731495832702376,-1.8270344648215546,-1.213728351189897,0.08615953125319258,1.0972057005827438,-0.7669695234180788,0.6533984932753144,-2.05317748995398,-1.0358802792201107,-0.5924676074926786,0.7450282455925632,-1.2798315926329031,0.5131885478365906,-1.5727176367939446,-0.16354180822877004,2.9711454173920147,0.8196025637279183,0.35338079804483524,1.4355594691638318,61.323581838890185,0
142784,0.023405355695877924,-0.42831427839715924,0.6167252565004974,1.6231491844637753,-0.8647784331719126,0.9045891433387806,0.15255850135371438,0.26923059432508295,1.023640272714908,-0.7862473555802035,0.7470389482845037,-0.9395372261616987,0.746039489945438,1.5917870056815322,-1.142435866701951,1.5290665189888093,-0.8328358917299625,-1.1362212158746896,1.548635134929698,-0.8353884098938483,1.429625240622782,-0.37591004230930775,-0.6554644811724484,-1.0066762839496666,1.1520278200305156,0.10342689978141414,-0.44922074882868557,0.20204690619549598,1.3072683034923933,0
117109,1.256905045967516,-0.8908508992835684,-0.758537578031354,-0.5613586977762256,0.25173396595255043,0.31617326287965275,1.1365075241775144,-1.73282163439986,0.07002261111828137,1.9078145262547868,-0.7572522660766471,-0.9608754392808229,0.17980007321910726,0.9434389390921114,0.775006736725426,1.1795228370836486,-0.2308149500197962,-0.691635155150754,0.12923592600599504,0.9567203248119154,-0.10168962891348805,0.6171568058777999,0.3266968133532086,1.2556280874241232,2.0006819431933636,0.4369622844767957,-0.40140963211364844,1.2677481720133403,31.092952791038762,0
1609,0.5513277072703138,0.29954585530632893,-0.6392086906416216,-0.6986939074488623,0.9498109750125275,-1.5761773503395315,0.6960027885077936,-1.08774125474826,-0.38462821166513034,-0.534514262083753,-1.2371883600466012,0.328860931725555,1.0124126135124238,0.40332272815426456,-0.07212849876670835,-1.9297767949391604,-0.45953962794127245,1.5197176229181306,-0.8997911545222467,-1.261333573326504,0.1315295261668035,1.4520514390688712,0.9586534020602585,-1.0003792611698983,-1.502426425963628,1.2717221722705332,-1.5869912576571819,-1.6378962623197533,2.853090908252383,1
172552,-1.282063576641844,0.3027499976801476,0.19039823739516998,-0.07283583383680134,-0.8382918967463832,-0.3774901515233412,-0.9985106800328676,0.89672323675794,1.4760837370454176,0.32713920368776156,-1.492234313051304,-0.366097928368462,-0.04017846449252347,-1.2145739114925551,-0.6171803549236137,0.9844660551430797,-0.45990802491163024,1.5830591096912012,-0.6763484686486024,0.08936632262876973,0.7034430617035882,1.8378856289066186,1.2819744575625098,1.0085614281880422,0.8816694773638801,-0.16381375004916343,-0.334357891187492,-1.165362025876018,92.19136549476939,0
